weather,time_str,city,order_type,time_hour,time_segment,weather_type,recommended_dish
Fog,17:15,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,18:10,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Sandstorms,18:50,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Cloudy,19:15,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Windy,20:10,Urban,Drinks,20,Dinner,Hot/Dry,Biryani
Windy,0.958333333,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Windy,17:15,Metropolitian,Snack,17,Tea-Time,Hot/Dry,Chaat
Cloudy,09:35,,Meal,9,Morning,Cool/Rainy,North Indian
Sunny,20:40,,Meal,20,Dinner,Hot/Dry,Biryani
Windy,0.5,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Stormy,10:25,Metropolitian,Buffet,10,Morning,Cool/Rainy,North Indian
Cloudy,10:35,Urban,Buffet,10,Morning,Cool/Rainy,North Indian
Stormy,22:55,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Windy,21:55,Semi-Urban,Meal,21,Dinner,Hot/Dry,Biryani
Cloudy,22:15,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Sunny,12:40,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Cloudy,22:25,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Cloudy,20:20,Metropolitian,Drinks,20,Dinner,Cool/Rainy,Biryani
Fog,08:55,Metropolitian,Drinks,8,Morning,Cool/Rainy,Coffee
Sandstorms,22:10,Urban,Snack,22,Dinner,Hot/Dry,Biryani
Fog,19:10,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Stormy,23:40,Urban,Buffet,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,23:25,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Stormy,19:30,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Stormy,19:35,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Sunny,18:20,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Windy,22:20,Urban,Snack,22,Dinner,Hot/Dry,Biryani
Cloudy,19:10,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Sunny,09:45,Metropolitian,Meal,9,Morning,Hot/Dry,North Indian
Sunny,17:50,Urban,Meal,17,Tea-Time,Hot/Dry,Chaat
Sunny,21:55,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Fog,21:45,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Fog,19:55,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Stormy,22:35,Urban,Meal,22,Dinner,Cool/Rainy,Biryani
Stormy,19:20,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Cloudy,20:35,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Stormy,22:15,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Windy,08:55,Urban,Snack,8,Morning,Hot/Dry,Coffee
Cloudy,08:50,Urban,Drinks,8,Morning,Cool/Rainy,North Indian
Stormy,09:15,Metropolitian,Buffet,9,Morning,Cool/Rainy,North Indian
Sandstorms,17:40,Metropolitian,Snack,17,Tea-Time,Hot/Dry,Chaat
Windy,10:20,Urban,Drinks,10,Morning,Hot/Dry,Coffee
Sunny,,Metropolitian,Buffet,12,Lunch,Hot/Dry,Chaat
Fog,22:45,Urban,Buffet,22,Dinner,Cool/Rainy,Biryani
Cloudy,11:45,Urban,Buffet,11,Lunch,Cool/Rainy,North Indian
Sunny,08:40,Metropolitian,Drinks,8,Morning,Hot/Dry,North Indian
Stormy,14:20,Metropolitian,Meal,14,Lunch,Cool/Rainy,North Indian
Fog,09:45,Metropolitian,Drinks,9,Morning,Cool/Rainy,Coffee
Windy,21:55,Urban,Buffet,21,Dinner,Hot/Dry,Biryani
Sandstorms,09:50,Metropolitian,Drinks,9,Morning,Hot/Dry,North Indian
Fog,23:30,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Windy,22:15,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Windy,10:40,Urban,Meal,10,Morning,Hot/Dry,Coffee
Fog,23:35,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Cloudy,21:20,Urban,Drinks,21,Dinner,Cool/Rainy,Biryani
Windy,0.416666667,Urban,Snack,12,Lunch,Hot/Dry,North Indian
Stormy,10:35,Metropolitian,Snack,10,Morning,Cool/Rainy,North Indian
Sandstorms,0.625,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Sunny,18:25,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Sandstorms,23:45,,Drinks,23,Late-Night,Hot/Dry,Pizza
Sandstorms,10:25,Urban,Meal,10,Morning,Hot/Dry,North Indian
Cloudy,23:40,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Stormy,21:10,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Windy,23:15,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Cloudy,19:10,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Cloudy,21:40,Urban,Drinks,21,Dinner,Cool/Rainy,Biryani
Sandstorms,21:50,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Windy,19:45,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Cloudy,17:45,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Windy,23:15,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Sunny,,Metropolitian,Buffet,12,Lunch,Hot/Dry,Chaat
Fog,19:20,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Sandstorms,21:35,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Windy,18:45,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Windy,21:10,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Fog,0.666666667,Urban,Meal,12,Lunch,Cool/Rainy,North Indian
Sandstorms,08:20,Metropolitian,Meal,8,Morning,Hot/Dry,North Indian
Cloudy,22:40,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Windy,20:30,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Cloudy,22:55,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Fog,0.583333333,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Windy,18:20,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Sunny,23:40,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Sandstorms,20:15,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Sandstorms,17:40,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Windy,17:35,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,21:50,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Sandstorms,08:20,Metropolitian,Drinks,8,Morning,Hot/Dry,North Indian
Sandstorms,17:25,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Stormy,18:35,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Biryani
Fog,0.916666667,Urban,Meal,12,Lunch,Cool/Rainy,North Indian
Cloudy,17:20,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,13:25,Metropolitian,Drinks,13,Lunch,Cool/Rainy,North Indian
Sunny,21:15,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Fog,22:15,Urban,Drinks,22,Dinner,Cool/Rainy,Biryani
Fog,11:45,Metropolitian,Drinks,11,Lunch,Cool/Rainy,North Indian
Fog,22:20,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Stormy,19:45,Urban,Buffet,19,Dinner,Cool/Rainy,Biryani
Cloudy,09:25,Metropolitian,Meal,9,Morning,Cool/Rainy,North Indian
Sunny,23:10,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Sandstorms,17:30,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,22:40,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Stormy,21:40,Urban,Buffet,21,Dinner,Cool/Rainy,Biryani
Cloudy,20:55,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Sunny,,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Cloudy,0.916666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Fog,21:25,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Fog,12:10,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Sunny,1,Urban,Snack,1,Late-Night,Hot/Dry,Pizza
Windy,0.583333333,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Windy,08:50,Metropolitian,Meal,8,Morning,Hot/Dry,Coffee
Stormy,21:55,Urban,Drinks,21,Dinner,Cool/Rainy,Biryani
Cloudy,18:10,Metropolitian,Buffet,18,Tea-Time,Cool/Rainy,Biryani
Sandstorms,23:50,Urban,Meal,23,Late-Night,Hot/Dry,Pizza
Windy,22:50,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Cloudy,22:20,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Fog,19:15,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Stormy,18:35,Urban,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Stormy,22:50,Urban,Buffet,22,Dinner,Cool/Rainy,Biryani
Sunny,08:55,Metropolitian,Buffet,8,Morning,Hot/Dry,North Indian
Fog,19:25,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Fog,23:30,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Sunny,17:35,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,17:55,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,0.416666667,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Cloudy,09:50,Urban,Buffet,9,Morning,Cool/Rainy,North Indian
Windy,22:25,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Stormy,11:45,Metropolitian,Buffet,11,Lunch,Cool/Rainy,North Indian
Stormy,09:40,Metropolitian,Snack,9,Morning,Cool/Rainy,North Indian
Cloudy,20:55,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Windy,21:50,Metropolitian,Snack,21,Dinner,Hot/Dry,Biryani
Fog,22:40,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sandstorms,22:30,Urban,Drinks,22,Dinner,Hot/Dry,Biryani
Cloudy,08:25,Urban,Snack,8,Morning,Cool/Rainy,North Indian
Sandstorms,21:40,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Fog,23:10,Urban,Meal,23,Late-Night,Cool/Rainy,Pizza
Sunny,23:20,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Stormy,15:30,Metropolitian,Drinks,15,Lunch,Cool/Rainy,North Indian
Sunny,20:25,,Drinks,20,Dinner,Hot/Dry,Biryani
Sandstorms,19:15,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Cloudy,19:30,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Sandstorms,20:35,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Stormy,22:30,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Fog,08:45,Urban,Snack,8,Morning,Cool/Rainy,Coffee
Sandstorms,09:10,Urban,Buffet,9,Morning,Hot/Dry,North Indian
Stormy,10:25,Metropolitian,Snack,10,Morning,Cool/Rainy,North Indian
Fog,0.833333333,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Sunny,0.375,Urban,Drinks,12,Lunch,Hot/Dry,Chaat
Stormy,21:10,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Sunny,10:10,Metropolitian,Drinks,10,Morning,Hot/Dry,North Indian
Fog,08:30,Metropolitian,Drinks,8,Morning,Cool/Rainy,Coffee
Sunny,23:40,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Stormy,08:55,Metropolitian,Drinks,8,Morning,Cool/Rainy,North Indian
Windy,23:10,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Stormy,11:10,Metropolitian,Meal,11,Lunch,Cool/Rainy,North Indian
Sandstorms,08:50,Urban,Snack,8,Morning,Hot/Dry,North Indian
Stormy,19:25,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Windy,0.875,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Fog,0.875,Urban,Snack,12,Lunch,Cool/Rainy,North Indian
Sandstorms,18:15,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Sunny,0.833333333,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Sunny,20:40,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Sunny,08:30,Metropolitian,Snack,8,Morning,Hot/Dry,North Indian
Cloudy,17:50,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,11:20,Urban,Drinks,11,Lunch,Hot/Dry,North Indian
Cloudy,11:55,Metropolitian,Drinks,11,Lunch,Cool/Rainy,North Indian
Cloudy,22:20,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Sunny,,Metropolitian,Buffet,12,Lunch,Hot/Dry,Chaat
Windy,0.833333333,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Cloudy,20:45,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Stormy,22:25,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sunny,17:55,Metropolitian,Snack,17,Tea-Time,Hot/Dry,Chaat
Fog,09:35,Metropolitian,Drinks,9,Morning,Cool/Rainy,Coffee
Sunny,23:35,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Windy,09:20,Metropolitian,Buffet,9,Morning,Hot/Dry,Coffee
Sandstorms,21:45,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Fog,18:25,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Chaat
Cloudy,21:35,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Sunny,19:35,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Stormy,23:15,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Stormy,0.791666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Sandstorms,0.458333333,Urban,Drinks,12,Lunch,Hot/Dry,North Indian
Cloudy,0.833333333,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Fog,13:20,Metropolitian,Buffet,13,Lunch,Cool/Rainy,North Indian
Sunny,08:30,Metropolitian,Meal,8,Morning,Hot/Dry,North Indian
Sunny,23:50,,Buffet,23,Late-Night,Hot/Dry,Pizza
Sandstorms,12:15,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Stormy,09:50,Metropolitian,Snack,9,Morning,Cool/Rainy,North Indian
Stormy,20:40,Urban,Drinks,20,Dinner,Cool/Rainy,Biryani
Cloudy,23:15,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Stormy,08:20,Metropolitian,Meal,8,Morning,Cool/Rainy,North Indian
Sandstorms,23:35,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Cloudy,,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Cloudy,0.5,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Windy,08:40,Metropolitian,Drinks,8,Morning,Hot/Dry,Coffee
Sunny,22:50,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Windy,21:50,Urban,Buffet,21,Dinner,Hot/Dry,Biryani
Sandstorms,22:35,Urban,Meal,22,Dinner,Hot/Dry,Biryani
Windy,21:30,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Stormy,20:10,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Stormy,16:50,Metropolitian,Buffet,16,Tea-Time,Cool/Rainy,Chaat
Sunny,21:20,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Sunny,0.375,,Snack,12,Lunch,Hot/Dry,Chaat
Sandstorms,0.5,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Sandstorms,21:40,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Stormy,18:30,Urban,Meal,18,Tea-Time,Cool/Rainy,Biryani
Cloudy,21:15,Urban,Meal,21,Dinner,Cool/Rainy,Biryani
Sunny,10:30,Metropolitian,Buffet,10,Morning,Hot/Dry,North Indian
Fog,23:35,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,18:10,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Sunny,18:35,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Sunny,20:40,Urban,Buffet,20,Dinner,Hot/Dry,Biryani
Stormy,21:15,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Sunny,11:45,Metropolitian,Buffet,11,Lunch,Hot/Dry,North Indian
Fog,22:55,Urban,Snack,22,Dinner,Cool/Rainy,Biryani
Cloudy,21:50,Urban,Snack,21,Dinner,Cool/Rainy,Biryani
Cloudy,20:35,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Stormy,22:45,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sunny,09:30,Metropolitian,Meal,9,Morning,Hot/Dry,North Indian
Sandstorms,0.875,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Cloudy,11:20,Urban,Drinks,11,Lunch,Cool/Rainy,North Indian
Sunny,20:30,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Fog,21:50,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Windy,20:20,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Sunny,17:15,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Fog,18:10,Metropolitian,Buffet,18,Tea-Time,Cool/Rainy,Chaat
Sandstorms,18:55,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Cloudy,17:40,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,0.791666667,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Sandstorms,23:25,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Stormy,17:40,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Sunny,11:15,Urban,Buffet,11,Lunch,Hot/Dry,North Indian
Cloudy,17:10,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Sunny,0.875,,Drinks,12,Lunch,Hot/Dry,Chaat
Windy,19:20,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Sunny,09:30,Metropolitian,Snack,9,Morning,Hot/Dry,North Indian
Sunny,22:50,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Windy,0.583333333,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Fog,10:15,Metropolitian,Meal,10,Morning,Cool/Rainy,Coffee
Stormy,17:15,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Windy,09:45,Metropolitian,Buffet,9,Morning,Hot/Dry,Coffee
Cloudy,22:25,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Stormy,23:15,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Sunny,17:55,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Cloudy,10:10,Metropolitian,Meal,10,Morning,Cool/Rainy,North Indian
Sandstorms,23:30,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Cloudy,11:35,Metropolitian,Meal,11,Lunch,Cool/Rainy,North Indian
Sunny,18:25,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Cloudy,19:10,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Sandstorms,23:55,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Stormy,11:45,Metropolitian,Meal,11,Lunch,Cool/Rainy,North Indian
Fog,22:40,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Fog,18:35,Urban,Drinks,18,Tea-Time,Cool/Rainy,Chaat
Windy,23:35,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Sandstorms,09:20,Urban,Meal,9,Morning,Hot/Dry,North Indian
Cloudy,17:10,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Fog,09:10,Metropolitian,Drinks,9,Morning,Cool/Rainy,Coffee
Sandstorms,19:40,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Windy,17:20,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,11:35,Metropolitian,Drinks,11,Lunch,Hot/Dry,North Indian
Sandstorms,18:10,Urban,Drinks,18,Tea-Time,Hot/Dry,Chaat
Fog,18:10,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Chaat
Sandstorms,23:35,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Windy,20:30,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Windy,0.958333333,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Sunny,08:45,Metropolitian,Snack,8,Morning,Hot/Dry,North Indian
Fog,17:55,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Windy,23:30,Urban,Snack,23,Late-Night,Hot/Dry,Pizza
Sunny,,Metropolitian,Drinks,12,Lunch,Hot/Dry,Chaat
Cloudy,14:55,Metropolitian,Buffet,14,Lunch,Cool/Rainy,North Indian
Stormy,23:15,Urban,Meal,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,23:35,Urban,Meal,23,Late-Night,Hot/Dry,Pizza
Fog,19:20,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Cloudy,23:40,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Stormy,20:50,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Cloudy,10:45,Urban,Meal,10,Morning,Cool/Rainy,North Indian
Cloudy,19:55,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Cloudy,14:30,Metropolitian,Drinks,14,Lunch,Cool/Rainy,North Indian
Fog,18:35,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Chaat
Sunny,0.375,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Sunny,21:15,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Sunny,23:25,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Sandstorms,21:35,Metropolitian,Snack,21,Dinner,Hot/Dry,Biryani
Cloudy,21:45,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Windy,22:10,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Cloudy,,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Cloudy,11:30,Urban,Snack,11,Lunch,Cool/Rainy,North Indian
Fog,22:35,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Sunny,21:35,Urban,Drinks,21,Dinner,Hot/Dry,Biryani
Sunny,16:10,Metropolitian,Meal,16,Tea-Time,Hot/Dry,Chaat
Cloudy,22:40,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sandstorms,19:50,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Cloudy,18:55,Urban,Snack,18,Tea-Time,Cool/Rainy,Biryani
Fog,21:30,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Sunny,17:40,Metropolitian,Snack,17,Tea-Time,Hot/Dry,Chaat
Sunny,18:30,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Cloudy,23:40,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Sunny,,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Sandstorms,23:15,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Fog,0.916666667,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Sandstorms,0.875,Urban,Snack,12,Lunch,Hot/Dry,North Indian
Windy,23:40,Urban,Snack,23,Late-Night,Hot/Dry,Pizza
Sunny,20:15,Urban,Snack,20,Dinner,Hot/Dry,Biryani
Stormy,0.791666667,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Cloudy,22:30,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Windy,0.916666667,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Cloudy,17:55,Urban,Meal,17,Tea-Time,Cool/Rainy,Chaat
Windy,1,Metropolitian,Snack,1,Late-Night,Hot/Dry,Pizza
Sunny,21:40,Urban,Drinks,21,Dinner,Hot/Dry,Biryani
Cloudy,18:45,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Windy,0.833333333,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Sunny,21:45,Urban,Meal,21,Dinner,Hot/Dry,Biryani
Fog,19:10,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Cloudy,22:50,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Windy,20:35,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Sunny,18:15,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Fog,08:10,Metropolitian,Snack,8,Morning,Cool/Rainy,Coffee
Cloudy,20:15,Semi-Urban,Buffet,20,Dinner,Cool/Rainy,Biryani
Stormy,22:15,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sunny,23:55,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Stormy,22:35,,Buffet,22,Dinner,Cool/Rainy,Biryani
Windy,0.958333333,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Windy,11:55,Urban,Meal,11,Lunch,Hot/Dry,North Indian
Sunny,,Metropolitian,Buffet,12,Lunch,Hot/Dry,Chaat
Sunny,21:35,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Cloudy,21:40,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Cloudy,19:40,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Fog,21:25,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Cloudy,17:25,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Fog,11:50,Metropolitian,Meal,11,Lunch,Cool/Rainy,North Indian
Sandstorms,15:25,Metropolitian,Buffet,15,Lunch,Hot/Dry,North Indian
Sandstorms,20:10,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Sandstorms,23:30,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Stormy,11:35,Urban,Meal,11,Lunch,Cool/Rainy,North Indian
Sunny,08:15,Metropolitian,Buffet,8,Morning,Hot/Dry,North Indian
Sandstorms,0.916666667,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Stormy,09:40,Metropolitian,Buffet,9,Morning,Cool/Rainy,North Indian
Sunny,18:45,Urban,Snack,18,Tea-Time,Hot/Dry,Chaat
Fog,22:10,Urban,Drinks,22,Dinner,Cool/Rainy,Biryani
Sandstorms,0.666666667,Urban,Buffet,12,Lunch,Hot/Dry,North Indian
Cloudy,22:45,Urban,Buffet,22,Dinner,Cool/Rainy,Biryani
Sunny,11:30,Urban,Buffet,11,Lunch,Hot/Dry,North Indian
